級別	字詞	中文釋義
中高級	core	[動詞] 挖去...的果核; [名詞] 果核;精髓;要義
中高級	cork	[動詞] 用軟木塞塞住;抑制; [名詞] 軟木;軟木塞
初級	corn	[名詞] 玉米
初級	corner	[名詞] 角落
中高級	corporate	[形容詞] 法人(組織)的;團體的;共同的
中級	corporation	[名詞] 股份(有限)公司
中高級	corps	[名詞] 兵團;部隊;團
中高級	corpse	[名詞] 屍體;殘骸
初級	correct	[形容詞] 正確的; [動詞] 改正;糾正
中高級	correction	[名詞] 訂正;修改
中高級	correlate	[動詞] 使互相關聯
中級	correspond	[動詞] 符合,一致
中高級	correspondence	[名詞] 一致;相對應;通信;(總稱)信件
中高級	correspondent	[形容詞] 符合的;一致的; [名詞] 通信者;通訊記者
中高級	corresponding	[形容詞] 對應的;符合的;通信的
中級	corridor	[名詞] 迴廊,通道
中高級	corrode	[動詞] 侵蝕;損害
中高級	corrupt	[形容詞] 腐敗的;貪污的; [動詞] 使腐敗;使墮落;賄賂
中高級	corruption	[名詞] 墮落;腐化;貪污;賄賂
中高級	cosmetic	[形容詞] 化妝用的;裝飾性的;表面的; [名詞] 化妝品;裝飾品
中高級	cosmic	[形容詞] 宇宙的;廣大的
中高級	cosmopolitan	[形容詞] 世界性的;國際性的; [名詞] 世界主義者;四海為家者
初級	cost	[動詞] 花費; [名詞] 費用;成本
中高級	costing	[名詞] 費用;成本;代價
中級	costly	[形容詞] 昂貴的;代價高的
中級	costume	[名詞] 服裝,裝束
中級	cottage	[名詞] 小屋
初級	cotton	[名詞] 棉花
初級	couch	[名詞] 長沙發
初級	cough	[動詞] 咳嗽; [名詞] 咳嗽
初級	could	[助動詞] can 的過去式;能,可以
初級	couldn't	[縮短形] could not
中級	council	[名詞] 會議
中高級	councilor	[名詞] (市、鎮等)議會議員
中高級	counsel	[動詞] 忠告;提議; [名詞] 商議;忠告;法律顧問
中高級	counseling	[名詞] 心理諮詢
中高級	counselor	[名詞] 顧問;(學生的)輔導員;律師
初級	count	[動詞] 計算;數; [名詞] 計數;計算
中高級	countable	[形容詞] 可計算的;可數的
中級	counter	[動詞] 反對;反擊; [名詞] 櫃臺
中高級	counterclockwise	[形容詞] 逆時針方向的; [副詞] 逆時針方向地
中高級	counterpart	[名詞] 對應的人(或物)
中高級	countless	[形容詞] 數不盡的;無數的
初級	country	[名詞] 國家;鄉下
初級	countryside	[名詞] 鄉間,農村
初級	county	[名詞] 郡
中高級	coup	[名詞] 巧妙的一擊;妙計;政變
初級	couple	[名詞] 一對
中高級	coupon	[名詞] 回數票;減價優待券
初級	courage	[名詞] 勇氣
中級	courageous	[形容詞] 英勇的,勇敢的
中高級	courier	[名詞] 送遞急件的信差;特使
初級	course	[名詞] 課程;科目
初級	court	[名詞] 法庭；(網球等的)場地
中級	courteous	[形容詞] 有禮貌的
中級	courtesy	[名詞] 禮貌
中高級	courtyard	[名詞] 庭院;天井
初級	cousin	[名詞] 表(堂)兄弟姊妹
初級	cover	[動詞] 蓋住; [名詞] 封面
中高級	coverage	[名詞] 覆蓋範圍;保險項目;新聞報導
中高級	covering	[名詞] 覆蓋物;毯子,被子
中高級	covet	[動詞] 垂涎;貪圖
初級	cow	[名詞] 母牛
中級	coward	[形容詞] 懦怯的,膽小的; [名詞] 懦夫,膽怯者
中高級	cowardly	[形容詞] 膽小的;懦怯的
中級	cowboy	[名詞] 牛仔
中高級	cozy	[形容詞] 舒適的;愜意的
初級	crab	[名詞] 螃蟹
中級	crack	[動詞] 砸開; [名詞] 裂縫;爆裂聲
中高級	crackdown	[名詞] 堅決的措施;鎮壓;取締
中高級	cracker	[名詞] (淡或鹹的)薄脆餅乾;鞭炮
中級	cradle	[動詞] 撫育; [名詞] 搖籃
中級	craft	[名詞] 工藝,手藝
中級	cram	[動詞] 把...塞滿;死記硬背
中高級	cramp	[動詞] 用夾鉗夾緊;限制;約束; [名詞] 抽筋;夾鉗;束縛
中級	crane	[動詞] 伸(頸); [名詞] 起重機,吊車
中高級	crap	[動詞] 拉屎; [名詞] 屎;胡扯;破爛貨
中級	crash	[動詞] 碰撞,倒下,墜落; [名詞] 相撞(事故)
中高級	crater	[名詞] 火山口;巨大坑洞
中級	crawl	[動詞] 爬行,蠕動; [名詞] 緩慢的行進
初級	crayon	[名詞] 蠟筆
初級	crazy	[形容詞] 古怪的;著迷的
中高級	creak	[動詞] 發出咯吱咯吱聲; [名詞] 咯吱咯吱聲
初級	cream	[名詞] 奶油
初級	create	[動詞] 創造
中級	creation	[名詞] 創造;創作;創立
中級	creative	[形容詞] 有創造力(或想像力)的
中高級	creativity	[名詞] 創造力
中高級	creator	[名詞] 創造者;創作者
中級	creature	[名詞] 生物;動物
中高級	credibility	[名詞] 可信性;確實性
中高級	credible	[形容詞] 可信的;可靠的
中級	credit	[動詞] 把...記入貸方; [名詞] 信用;貸方
中高級	creditor	[名詞] 債權人;貸方
中高級	creek	[名詞] 小河;溪
中級	creep	[動詞] 躡手躡足地走; [名詞] 爬,蠕動
中級	crew	[名詞] 全體船員
中高級	crib	[動詞] 作弊;抄襲; [名詞] 嬰兒床
中級	cricket	[名詞] 蟋蟀
初級	crime	[名詞] 犯罪
中級	criminal	[形容詞] 犯罪的,犯法的; [名詞] 罪犯
中級	cripple	[動詞] 使成跛子;使殘廢; [名詞] 跛子;殘廢的人
初級	crisis	[名詞] 危機;緊急關頭
中級	crisp	[形容詞] 脆的,酥的,鬆脆的
中級	crispy	[形容詞] 酥脆的;清脆的
中高級	criterion	[名詞] (判斷、批評的)標準;尺度
中級	critic	[名詞] 批評家,評論家
中級	critical	[形容詞] 緊要的,關鍵性的,危急的
中級	criticism	[名詞] 批評;評論
中級	criticize	[動詞] 批評;批判;苛求
中高級	crocodile	[名詞] 鱷魚
中高級	crook	[動詞] 使彎曲;成鉤形; [名詞] 彎曲的東西;騙子;偷兒
中高級	crooked	[形容詞] 彎曲的;欺詐的;不正派的
中級	crop	[動詞] 收成; [名詞] 作物
初級	cross	[動詞] 越過;渡過; [名詞] 十字架
中高級	cross-country	[形容詞] 越野的;橫越全國的
中高級	crossing	[名詞] 交叉;交叉點,橫穿;雜交
中級	crossroad	[名詞] 十字路口
中高級	crouch	[動詞] 蹲伏;彎腰; [名詞] 蹲伏(姿勢)
中級	crow	[動詞] 得意洋洋,幸災樂禍; [名詞] 鴉,烏鴉
初級	crowd	[名詞] 群眾
初級	crowded	[形容詞] 擁擠的
中級	crown	[動詞] 為...加冕; [名詞] 王冠
中高級	crucial	[形容詞] 決定性的;重要的
中高級	crude	[形容詞] 未經加工的;粗野的;粗糙的
初級	cruel	[形容詞] 殘酷的
中級	cruelty	[名詞] 殘酷,殘忍
中高級	cruise	[動詞] 巡航;航遊;緩慢巡行; [名詞] 巡航;航遊;巡邏
中高級	cruiser	[名詞] 巡洋艦;遊艇;警察巡邏車
中高級	crumb	[名詞] 麵包屑;碎屑;少許
中高級	crumble	[動詞] 粉碎;崩潰;(希望等)破滅; [名詞] 酥皮點心(水果派)
中高級	crunch	[動詞] 嘎吱作響地咬嚼(或踩、壓); [名詞] 嘎吱吱(咬嚼)聲音;關鍵時刻
中高級	crunchy	[形容詞] 發嘎吱嘎吱聲的;易碎的
中級	crush	[動詞] 壓碎,壓壞; [名詞] 壓碎,毀壞; 迷戀;迷戀的對象
中高級	crust	[名詞] 麵包皮;派餅皮;硬外皮
中級	crutch	[名詞] 丁形柺杖
初級	cry	[動詞] 哭叫; [名詞] 叫喊;呼叫;(一陣)哭
中級	crystal	[形容詞] 水晶的; [名詞] 水晶
中級	cub	[名詞] 幼鯨;牛棚
中高級	cube	[動詞] 使成立方形;切成小方塊; [名詞] 立方體;立方
中高級	cubic	[形容詞] 立方體的;立方的
中級	cucumber	[名詞] 黃瓜,胡瓜
中級	cue	[動詞] 給...暗示; [名詞] 暗示,信號
中高級	cuisine	[名詞] 烹飪(法);菜餚
中高級	culminate	[動詞] 達到最高點;達到高潮
中高級	cult	[名詞] 膜拜;狂熱崇拜;(總稱)崇拜者
中級	cultivate	[動詞] 栽培(作物等);養殖(魚等);培育
中級	cultural	[形容詞] 教養的;人文的
初級	culture	[名詞] 文化
中高級	cumulative	[形容詞] 漸增的;蓄積的;累計的
中級	cunning	[形容詞] 狡猾的,奸詐的
初級	cup	[名詞] 杯子
中級	cupboard	[名詞] 食櫥;碗櫃
中高級	curb	[動詞] 控制;遏止;勒住; [名詞] 人行道旁的水泥(或石)邊;抑制
初級	cure	[動詞] 治癒; [名詞] 痊癒
中高級	curfew	[名詞] 宵禁;戒嚴
中級	curiosity	[名詞] 好奇心
初級	curious	[形容詞] 好奇的
中級	curl	[動詞] 使(頭髮)捲曲; [名詞] 捲毛,捲髮
中高級	currency	[名詞] 通貨;貨幣
初級	current	[形容詞] 現行的; [名詞] 水流;電流
中高級	curriculum	[名詞] 學校的全部課程
中高級	curry	[動詞] 梳刷(馬等);鞣製;用咖喱燒; [名詞] 咖喱
中級	curse	[動詞] 詛咒,咒罵; [名詞] 咒語;詛咒
初級	curtain	[名詞] 窗簾;(舞臺上的)幕
初級	curve	[動詞] 使彎曲;使成曲線; [名詞] 曲線
中級	cushion	[動詞] 緩和...的衝擊; [名詞] 墊子;坐墊
中高級	custody	[名詞] 保管;監護;拘留
初級	custom	[名詞] 習俗
中高級	customary	[形容詞] 習慣上的;按慣例的
初級	customer	[名詞] 顧客
初級	cut	[動詞] 切割;剪; [名詞] 傷口;刻痕;削減;近路;曠課
初級	cute	[形容詞] 可愛的
中高級	cutting	[形容詞] 作切割用的;銳利的,鋒利的;刺骨的; [名詞] 切割;剪;砍;剪報
中級	cycle	[動詞] 循環,輪轉; [名詞] 週期;循環
中級	cyclist	[名詞] 騎腳踏車的人
中高級	cylinder	[名詞] 圓柱;圓筒
中高級	cynical	[形容詞] 憤世嫉俗的;挖苦的
初級	dad	[名詞] 父親
中高級	daffodil	[名詞] 黃水仙花;淡黃色
初級	daily	[形容詞] 每日的; [副詞] 每日
中級	dairy	[形容詞] 牛奶製的;乳品的; [名詞] 牛奶店;牛奶及乳品業
中級	dam	[動詞] 築壩於,築壩攔(水); [名詞] 水壩
初級	damage	[動詞] 損害; [名詞] 損害
中高級	dame	[名詞] 夫人;女士
中級	damn	[動詞] 罵...該死,咒罵; [名詞] 詛咒
中高級	damned	[形容詞] 被詛咒的;討厭的;糟透的; [副詞] 非常;極
中級	damp	[形容詞] 有濕氣的;潮濕的; [動詞] 使潮濕;使沮喪;抑制; [名詞] 濕氣,潮濕
初級	dance	[動詞] 跳舞; [名詞] 舞會
中級	dancer	[名詞] 舞蹈演員;舞蹈家
中級	dancing	[名詞] 跳舞
中高級	dandruff	[名詞] 頭皮屑
初級	danger	[名詞] 危險
初級	dangerous	[形容詞] 危險的
中級	dare	[動詞] 敢;膽敢; [助動詞] 敢;竟敢
中高級	daring	[形容詞] 大膽的;勇敢的; [名詞] 勇敢;膽量
初級	dark	[形容詞] 黑暗的; [名詞] 黑暗,暗處;曖昧;隱晦
初級	darken	[動詞] 使變暗;變黑
中級	darling	[形容詞] 親愛的,心愛的;寵愛的; [名詞] 心愛的人
中高級	dart	[動詞] 投擲(標槍等);投射;狂奔; [名詞] 標槍;鏢;飛奔
中級	dash	[動詞] 使(希望等)破滅;使沮喪; [名詞] 急衝,奔跑;破折號
初級	data	[名詞] 資料,數據
初級	date	[動詞] 約會; [名詞] 日期
初級	daughter	[名詞] 女兒
初級	dawn	[動詞] 破曉, 頓悟; [名詞] 黎明
初級	day	[名詞] 白天;日
中高級	daybreak	[名詞] 黎明;破曉
中級	daylight	[名詞] 日光;白晝
中高級	day-to-day	[形容詞] 每日的;逐日的;日常的
中高級	dazzle	[動詞] 使眼花;使驚羨; [名詞] 耀眼的光;令人讚歎的東西
初級	dead	[形容詞] 死的
中級	deadline	[名詞] 最後限期
中高級	deadly	[形容詞] 致命的,致死的;非常的,極度的; [副詞] 死一般地;非常,極度地
初級	deaf	[形容詞] 聾的
中高級	deafen	[動詞] 使聾;淹沒(聲音)
初級	deal	[動詞] 處理;對付;對待[(+with)]; [名詞] 交易
中高級	dealer	[名詞] 業者;商人;發牌者
中高級	dealing	[名詞] 待人(態度);行為;商業往來;發牌
初級	dear	[形容詞] 親愛的; [感歎詞] 哎呀; [名詞] (常作稱呼)親愛的(人)
初級	death	[名詞] 死亡
初級	debate	[動詞] 辯論; [名詞] 辯論
中高級	debris	[名詞] 殘骸;破瓦殘礫;垃圾
初級	debt	[名詞] 債,借款
中高級	debut	[名詞] 首次露面(社交界);初次登臺
中級	decade	[名詞] 十;十年
中級	decay	[動詞] 腐朽;衰退; [名詞] 腐爛;蛀牙
中級	deceive	[動詞] 欺騙,蒙蔽
初級	December	[名詞] 十二月
中高級	decent	[形容詞] 正派的;體面的
初級	decide	[動詞] 決定
中高級	decimal	[形容詞] 十進位的;小數的; [名詞] 小數
初級	decision	[名詞] 決定
中高級	decisive	[形容詞] 決定性的;確定的;果斷的
中級	deck	[名詞] (船的) 艙面,甲板;(紙牌的)一副
中級	declaration	[名詞] 宣佈,宣告;宣言,聲明
中級	declare	[動詞] 宣佈,宣告
中級	decline	[動詞] 下降,下跌,衰退,婉拒,謝絕
初級	decorate	[動詞] 佈置
中級	decoration	[名詞] 裝飾,裝潢
中高級	decorative	[形容詞] 裝飾性的;裝潢用的
初級	decrease	[動詞] 減少; [名詞] 減少,減小;減少額,減小量
中高級	decree	[動詞] 頒佈;裁定;注定; [名詞] 法令;裁定;天意
中高級	dedicate	[動詞] 奉獻;獻身於;舉行落成典禮
中高級	dedicated	[形容詞] 專注的;獻身的
中高級	dedication	[名詞] 奉獻;揭幕儀式;獻身
中高級	deduce	[動詞] 演繹;推論
中高級	deduct	[動詞] 扣除;減除
中高級	deduction	[名詞] 減除;扣除(額);推論
中級	deed	[名詞] 契據;證書
中高級	deem	[動詞] 認為;視作
初級	deep	[形容詞] 深的; [副詞] 深深地;晚,遲
中高級	deepen	[動詞] 使加深;使強烈;使變濃
初級	deer	[名詞] 鹿
中高級	default	[動詞] 不履行;拖欠;棄權; [名詞] 不履行;違約;棄權;系統默認值
中級	defeat	[動詞] 戰勝,擊敗; [名詞] 失敗,戰敗,挫折
中高級	defect	[動詞] 逃跑;脫離;背叛; [名詞] 缺點;缺陷;不足之處
中級	defend	[動詞] 防禦;保衛;保護
中高級	defendant	[名詞] 被告
中高級	defender	[名詞] 防禦者;守衛者;辯護者;衛冕者
中級	defense	[名詞] 防禦,保衛,防護
中高級	defensible	[形容詞] 可防禦的;可辯護的
中級	defensive	[形容詞] 防禦的
中高級	defiance	[名詞] 反抗;蔑視;挑戰
中高級	defiant	[形容詞] 違抗的;挑戰的;蔑視的
中高級	deficiency	[名詞] 不足;缺陷;缺點
中高級	deficient	[形容詞] 有缺陷的;有缺點的;不足的
中級	deficit	[名詞] 不足額;赤字
中級	define	[動詞] 解釋,給...下定義
中級	definite	[形容詞] 明確的,確切的
中高級	definitely	[副詞] 明確地;明顯地
中級	definition	[名詞] 定義;釋義
中高級	definitive	[形容詞] 明確的;決定性的
中高級	defy	[動詞] 公然反抗
中高級	degenerate	[形容詞] 衰退的;墮落的;退化的; [動詞] 衰退;墮落;退化; [名詞] 墮落者;退化的人
中高級	degrade	[動詞] 貶低;降級;降低
初級	degree	[名詞] 程度
初級	delay	[動詞] 延緩;使延期; [名詞] 延遲;耽擱
中級	delegate	[動詞] 委派...為代表; [名詞] 代表;會議代表
中高級	delegation	[名詞] 授權;代表團
中級	delete	[動詞] 刪除
中高級	deliberate	[形容詞] 深思熟慮的;蓄意的; [動詞] 仔細考慮;商議
中級	delicate	[形容詞] 易碎的;嬌貴的
初級	delicious	[形容詞] 好吃的
中級	delight	[動詞] 使高興; [名詞] 欣喜,愉快
中級	delighted	[形容詞] 高興的,快樂的
中級	delightful	[形容詞] 令人愉快的,令人高興的
中高級	delinquent	[形容詞] 怠忽職守的;拖欠的;犯法的; [名詞] 青少年罪犯;違法者
初級	deliver	[動詞] 遞送;發表,講;給……接生
中級	delivery	[名詞] 投遞,傳送
中級	demand	[動詞] 要求,請求; [名詞] 要求,請求
中級	demanding	[形容詞] 苛求的
中高級	demise	[名詞] 死亡;終止;轉讓;遺贈
初級	democracy	[名詞] 民主
中級	democrat	[名詞] 民主主義者
初級	democratic	[形容詞] 有民主精神的
中級	demonstrate	[動詞] 示範操作(產品),展示
中級	demonstration	[名詞] 實地示範
中高級	demonstrator	[名詞] 實地教學者;示威運動者
中高級	denial	[名詞] 否認;拒絕
中高級	denote	[動詞] 表示;(符號等)代表
中高級	denounce	[動詞] 譴責;告發
中級	dense	[形容詞] 密集的,稠密的
中高級	density	[名詞] 密度
中高級	dental	[形容詞] 牙齒的;牙科的
初級	dentist	[名詞] 牙醫
初級	deny	[動詞] 否定,否認
中級	depart	[動詞] 起程,出發;離開,離去
初級	department	[名詞] 部門
中級	departure	[名詞] 離開;出發,起程
初級	depend	[動詞] 依賴
中級	dependable	[形容詞] 可靠的;可信任的
中級	dependent	[形容詞] 依靠的;依賴的; [名詞] 受撫養者
中高級	depict	[動詞] 描畫;雕出;描述
中高級	deplete	[動詞] 耗盡資源(精力等)
中高級	deploy	[動詞] 展開;部署
中高級	deployment	[名詞] 部署;調度
中高級	deport	[動詞] 驅逐(出境)
中級	deposit	[動詞] 放下,放置;寄存; [名詞] 存款
中級	depress	[動詞] 使沮喪
中級	depressed	[形容詞] 沮喪的,消沈的,憂鬱的
中級	depression	[名詞] 沮喪,意氣消沈
中高級	deprive	[動詞] 剝奪
中級	depth	[名詞] 深度,厚度
中級	deputy	[名詞] 代表,代理人;副職,副手
中高級	derive	[動詞] 取得;衍生出
中高級	descend	[動詞] (走)下來;下降;來自於
中高級	descendant	[名詞] 後裔;從某一來源傳下的東西
中高級	descent	[名詞] 下降;下傾;血統
初級	describe	[動詞] 描述
